"","bin","genus_explanation","genus_type","nyslægt","genus_nameing","popup_html","latitude","longitude","city_dk","taxonomy_proposed"
"1","MFD04651.bin.1.17","Microbe found nearby Adslev","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Adslev   <br/>","<b>Bakteriens navn:</b> Adslevivita vicina<br/>
     <b>Findested:</b> Ferskvand (Rindende ferskvand) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Adslev   <br/>",56.1124,9.996,"Adslev","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Adslevivita;s__Adslevivita vicina"
"2","MFD04967.bin.1.6","Microbe found nearby AEroskobing","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Ærøskøbing (AEroskobing) <br/>","<b>Bakteriens navn:</b> Aeroskobingiana terrea<br/>
     <b>Findested:</b> Skove (Tempererede skove) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Ærøskøbing (AEroskobing) <br/>",54.8533,10.5207,"Ærøskøbing","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Alstediellaceae;g__Aeroskobingiana;s__Aeroskobingiana terrea"
"3","MFD01721.bin.1.124","Microbe found nearby Agedrup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Agedrup   <br/>","<b>Bakteriens navn:</b> Agedrupimicrobium glebicum<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Agedrup   <br/>",55.4485,10.5019,"Agedrup","d__Bacteria;p__Chloroflexota;c__Chloroflexia;o__Thermomicrobiales;f__Agedrupimicrobiaceae;g__Agedrupimicrobium;s__Agedrupimicrobium glebicum"
"4","MFD03804.bin.1.34","Microbe found nearby Agger","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Agger   <br/>","<b>Bakteriens navn:</b> Aggericoccus scandius<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Agger   <br/>",56.6925,8.2025,"Agger","d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__Aggericoccus;s__Aggericoccus scandius"
"5","MFD09267.bin.1.353","Microbe found nearby Aggersborg","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Aggersborg   <br/>","<b>Bakteriens navn:</b> Aggersborgimen humicum<br/>
     <b>Findested:</b> Græsland (Tørre sandede kalkgræsmarker) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Aggersborg   <br/>",56.98291,9.28746,"Aggersborg","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Aggersborgimen;s__Aggersborgimen humicum"
"6","MFD01721.bin.1.108","Microbe found nearby Aggersborg","N","Nej"," ","<b>Bakteriens navn:</b> Aggersborgimen terrestre<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.4485,10.5019,"Aggersborg","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Aggersborgimen;s__Aggersborgimen terrestre"
"7","MFD04944.bin.1.10","Microbe found nearby Aggersborg","N","Nej"," ","<b>Bakteriens navn:</b> Aggersborgimen telluricum<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",54.9596,10.5752,"Aggersborg","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Aggersborgimen;s__Aggersborgimen telluricum"
"8","MFD04944.bin.c.1","Microbe found nearby Aggersborg","N","Nej"," ","<b>Bakteriens navn:</b> Aggersborgimen contiguum<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",54.9596,10.5752,"Aggersborg","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Aggersborgimen;s__Aggersborgimen contiguum"
"9","MFD02840.bin.1.7","Microbe found nearby Akirkeby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Aakirkeby (Akirkeby) <br/>","<b>Bakteriens navn:</b> Akirkebyaba affinis<br/>
     <b>Findested:</b> Kystområder (Havklinter og stenede strande) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Aakirkeby (Akirkeby) <br/>",55.0595,14.7807,"Aakirkeby","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Alstediellaceae;g__Akirkebyaba;s__Akirkebyaba affinis"
"10","MFD01916.bin.c.1","Microbe found nearby Albaek","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Albæk (Albaek) <br/>","<b>Bakteriens navn:</b> Albaekimicrobium telluricum<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Albæk (Albaek) <br/>",57.5446,10.4385,"Albæk","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Albaekimicrobium;s__Albaekimicrobium telluricum"
"11","MFD01916.bin.1.104","Microbe found nearby Albaek","N","Nej"," ","<b>Bakteriens navn:</b> Albaekimicrobium aridum<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",57.5446,10.4385,"Albæk","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Albaekimicrobium;s__Albaekimicrobium aridum"
"12","MFD04212.bin.c.1","Microbe found nearby Albaek","N","Nej"," ","<b>Bakteriens navn:</b> Albaekimicrobium terreus<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.0396,12.2823,"Albæk","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Albaekimicrobium;s__Albaekimicrobium terreus"
"13","MFD09206.bin.c.1","Microbe found nearby Albaek","N","Nej"," ","<b>Bakteriens navn:</b> Albaekimicrobium septentrionale<br/>
     <b>Findested:</b> Græsland (Tørre sandede kalkgræsmarker) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.90236,10.25672,"Albæk","d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__Albaekimicrobium;s__Albaekimicrobium septentrionale"
"14","MFD04408.bin.1.172","Microbe found nearby Aller","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Aller   <br/>","<b>Bakteriens navn:</b> Allerivita contigua<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Aller   <br/>",55.2455,9.5294,"Aller","d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Felstedibacteraceae;g__Allerivita;s__Allerivita contigua"
"15","MFD04408.bin.1.18","Microbe found nearby Aller","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Aller   <br/>","<b>Bakteriens navn:</b> Allerimonas propinqua<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Aller   <br/>",55.2455,9.5294,"Aller","d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Allerimonadales;f__Allerimonadaceae;g__Allerimonas;s__Allerimonas propinqua"
"16","MFD01248.bin.1.104","Microbe found nearby Alling","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Alling   <br/>","<b>Bakteriens navn:</b> Allingium nordicum<br/>
     <b>Findested:</b> Heder og krat (Tør hede) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Alling   <br/>",56.1067,9.6813,"Alling","d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Allingium;s__Allingium nordicum"
"17","MFD09603.bin.1.33","Microbe found nearby Alling","N","Nej"," ","<b>Bakteriens navn:</b> Allingium terreus<br/>
     <b>Findested:</b> Klipper og huler (Kiselrige klippeskrænter) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.2067,14.9796,"Alling","d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__Baltobacterales;f__Baltobacteraceae;g__Allingium;s__Allingium terreus"
"18","MFD01689.bin.1.59","Microbe found nearby Alslev","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Alslev   <br/>","<b>Arkebakterierens navn:</b> Alslevihabitans humicus<br/>
     <b>Findested:</b> Moser, kær og højmoser (Nedbrudte tørvemos-samfund) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Alslev   <br/>",55.595,8.4696,"Alslev","d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__Alslevihabitantaceae;g__Alslevihabitans;s__Alslevihabitans humicus"
"19","MFD01689.bin.1.29","Microbe found nearby Alslev","N","Nej"," ","<b>Arkebakterierens navn:</b> Alslevihabitans glebicus<br/>
     <b>Findested:</b> Moser, kær og højmoser (Nedbrudte tørvemos-samfund) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.595,8.4696,"Alslev","d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Pacearchaeales;f__Alslevihabitantaceae;g__Alslevihabitans;s__Alslevihabitans glebicus"
"20","MFD00392.bin.1.305","Microbe found nearby Alsted","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Alsted   <br/>","<b>Bakteriens navn:</b> Alstediella glebica<br/>
     <b>Findested:</b> Marker (Hestebønner) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Alsted   <br/>",55.4231,11.6269,"Alsted","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Alstediellaceae;g__Alstediella;s__Alstediella glebica"
"21","MFD04212.bin.1.190","Microbe found nearby Alsted","N","Nej"," ","<b>Bakteriens navn:</b> Alstediella terrestris<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.0396,12.2823,"Alsted","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Alstediellaceae;g__Alstediella;s__Alstediella terrestris"
"22","MFD00082.bin.1.18","Microbe found nearby Arden","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Arden   <br/>","<b>Bakteriens navn:</b> Ardeniana affinis<br/>
     <b>Findested:</b> Moser, kær og højmoser (Nedbrudt højmoser) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Arden   <br/>",56.7952,9.974,"Arden","d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__Ardenianaceae;g__Ardeniana;s__Ardeniana affinis"
"23","MFD05567.bin.1.1","Microbe found nearby Assens","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Assens   <br/>","<b>Bakteriens navn:</b> Assensius humicus<br/>
     <b>Findested:</b> Græsland (Kalkrig græsland) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Assens   <br/>",55.2293,9.8535,"Assens","d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__Kastediabaceae;g__Assensius;s__Assensius humicus"
"24","MFD03044.bin.1.30","Microbe found nearby Auning","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Auning   <br/>","<b>Bakteriens navn:</b> Auningicola septentrionalis<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Auning   <br/>",56.425,10.3691,"Auning","d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Auningicolales;f__Auningicolaceae;g__Auningicola;s__Auningicola septentrionalis"
"25","MFD09286.bin.c.1","Microbe found nearby Bedsted","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bedsted   <br/>","<b>Bakteriens navn:</b> Bedstedimen aridum<br/>
     <b>Findested:</b> Klitter (Afkalkede revling-klitter) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bedsted   <br/>",56.81197,8.26815,"Bedsted","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bedstedimenaceae;g__Bedstedimen;s__Bedstedimen aridum"
"26","MFD08416.bin.1.19","Microbe found nearby Bevtoft","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bevtoft   <br/>","<b>Bakteriens navn:</b> Bevtoftiana affinis<br/>
     <b>Findested:</b> Marker (Kartoffel (stivelse)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bevtoft   <br/>",55.18136402,9.235554331,"Bevtoft","d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__Bevtoftiana;s__Bevtoftiana affinis"
"27","MFD05684.bin.1.89","Microbe found nearby Billum","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Billum   <br/>","<b>Bakteriens navn:</b> Billumimonas ripica<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Billum   <br/>",55.5312,8.2638,"Billum","d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Tepidiformales;f__Tepidiformaceae;g__Billumimonas;s__Billumimonas ripica"
"28","MFD05684.bin.1.137","Microbe found nearby Billum","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Billum   <br/>","<b>Bakteriens navn:</b> Billumimen oricum<br/>
     <b>Findested:</b> Kystområder (Kveller-vade) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Billum   <br/>",55.5312,8.2638,"Billum","d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Balneolales;f__Billumimenaceae;g__Billumimen;s__Billumimen oricum"
"29","MFD04580.bin.c.2","Microbe found nearby Billund","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Billund   <br/>","<b>Bakteriens navn:</b> Billundivita arida<br/>
     <b>Findested:</b> Klitter (Indlandsklitter med græs) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Billund   <br/>",55.72,9.0414,"Billund","d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Billundivita;s__Billundivita arida"
"30","MFD05942.bin.1.7","Microbe found nearby Binderup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Binderup   <br/>","<b>Bakteriens navn:</b> Binderupimen septentrionale<br/>
     <b>Findested:</b> Marker (Græs (Poaceae)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Binderup   <br/>",56.7771,9.6177,"Binderup","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Binderupimenaceae;g__Binderupimen;s__Binderupimen septentrionale"
"31","MFD02416.bin.c.17","Microbe found nearby Binderup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Binderup   <br/>","<b>Bakteriens navn:</b> Binderupiella litoralis<br/>
     <b>Findested:</b> Kystområder (Indlands strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Binderup   <br/>",56.8577,9.5553,"Binderup","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Binderupiella;s__Binderupiella litoralis"
"32","MFD02416.bin.c.3","Microbe found nearby Binderup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Binderup   <br/>","<b>Bakteriens navn:</b> Binderupivita danica<br/>
     <b>Findested:</b> Kystområder (Indlands strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Binderup   <br/>",56.8577,9.5553,"Binderup","d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__Binderupivitales;f__Binderupivitaceae;g__Binderupivita;s__Binderupivita danica"
"33","MFD05442.bin.1.315","Microbe found nearby Binderup","N","Nej"," ","<b>Bakteriens navn:</b> Binderupiella orica<br/>
     <b>Findested:</b> Kystområder (Atlantiske strandenge) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.7368,8.822,"Binderup","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Binderupiella;s__Binderupiella orica"
"34","MFD10007.bin.1.176","Microbe found nearby Birkerod","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Birkerød (Birkerod) <br/>","<b>Bakteriens navn:</b> Birkerodiella proxima<br/>
     <b>Findested:</b> Ferskvand (Lukkede vandområder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Birkerød (Birkerod) <br/>",55.8579,12.4931,"Birkerød","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Birkerodiellaceae;g__Birkerodiella;s__Birkerodiella proxima"
"35","MFD02416.bin.1.65","Microbe found nearby Bislev","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bislev   <br/>","<b>Bakteriens navn:</b> Bisleviella litoralis<br/>
     <b>Findested:</b> Kystområder (Indlands strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bislev   <br/>",56.8577,9.5553,"Bislev","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Bisleviellales;f__Bisleviellaceae;g__Bisleviella;s__Bisleviella litoralis"
"36","MFD04408.bin.1.133","Microbe found nearby Bjerning","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bjerning   <br/>","<b>Bakteriens navn:</b> Bjerningiella scandia<br/>
     <b>Findested:</b> Ferskvand (Regnvandsbassin, by) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bjerning   <br/>",55.2455,9.5294,"Bjerning","d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__Hoptrupicoccales;f__Bjerningiellaceae;g__Bjerningiella;s__Bjerningiella scandia"
"37","MFD04944.bin.2.37","Microbe found nearby Bjerreby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bjerreby   <br/>","<b>Bakteriens navn:</b> Bjerrebyvita humica<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bjerreby   <br/>",54.9596,10.5752,"Bjerreby","d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Pjedstedimenaceae;g__Bjerrebyvita;s__Bjerrebyvita humica"
"38","MFD01223.bin.1.26","Microbe found nearby Bjolderup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bjolderup   <br/>","<b>Bakteriens navn:</b> Bjolderupicola septentrionalis<br/>
     <b>Findested:</b> Moser, kær og højmoser (Hængesæk) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bjolderup   <br/>",54.9741,9.4106,"Bjolderup","d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9973;f__Bjolderupicolaceae;g__Bjolderupicola;s__Bjolderupicola septentrionalis"
"39","MFD02416.bin.c.20","Microbe found nearby Blaere","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Blære (Blaere) <br/>","<b>Bakteriens navn:</b> Blaereum oricum<br/>
     <b>Findested:</b> Kystområder (Indlands strandenge) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Blære (Blaere) <br/>",56.8577,9.5553,"Blære","d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__Blaereales;f__Blaereaceae;g__Blaereum;s__Blaereum oricum"
"40","MFD09671.bin.c.5","Microbe found nearby Bodilsker","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bodilsker   <br/>","<b>Bakteriens navn:</b> Bodilskerimen aridum<br/>
     <b>Findested:</b> Klitter (Fugtige klitlavninger) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bodilsker   <br/>",54.9903,15.0788,"Bodilsker","d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__Vermiphilaceae;g__Bodilskerimen;s__Bodilskerimen aridum"
"41","MFD01275.bin.1.87","Microbe found nearby Bonnerup","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bonnerup   <br/>","<b>Bakteriens navn:</b> Bonnerupium aridum<br/>
     <b>Findested:</b> Klitter (Marehalmklitter (hvide klitter)) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bonnerup   <br/>",56.5332,10.8089,"Bonnerup","d__Bacteria;p__Actinomycetota;c__Bonnerupiia;o__Bonnerupiales;f__Bonnerupiaceae;g__Bonnerupium;s__Bonnerupium aridum"
"42","MFD03975.bin.1.150","Microbe found nearby Bording Kirkeby","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Bording Kirkeby   <br/>","<b>Bakteriens navn:</b> Kirkebyum telluricum<br/>
     <b>Findested:</b> Grønne områder (Parker) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Bording Kirkeby   <br/>",56.1497,9.28,"Bording Kirkeby","d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Kirkebyum;s__Kirkebyum telluricum"
"43","MFD02199.bin.1.2","Microbe found nearby Borkop","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Borkop   <br/>","<b>Bakteriens navn:</b> Borkopihabitans europaeus<br/>
     <b>Findested:</b> Græsland (Vådområder med højstauder) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Borkop   <br/>",55.5948,9.655,"Borkop","d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Borkopihabitans;s__Borkopihabitans europaeus"
"44","MFD06742.bin.1.113","Microbe found nearby Borre","Y","Ja","<b>Forklaring:</b> Bakterien er navngivet efter Borre   <br/>","<b>Bakteriens navn:</b> Borreiella glebica<br/>
     <b>Findested:</b> Skove (Bøgeskov på kalk) <br/>
      <b> Ny slægt:</b> Ja <b> Ny art:</b> Ja <br/>
      <b>Forklaring:</b> Bakterien er navngivet efter Borre   <br/>",54.992122,12.534405,"Borre","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Klitmollerisomataceae;g__Borreiella;s__Borreiella glebica"
"45","MFD04212.bin.1.72","Microbe found nearby Borre","N","Nej"," ","<b>Bakteriens navn:</b> Borreiella arida<br/>
     <b>Findested:</b> Klitter (Faste klitter (grå klitter)) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.0396,12.2823,"Borre","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Klitmollerisomataceae;g__Borreiella;s__Borreiella arida"
"46","MFD04944.bin.1.217","Microbe found nearby Borre","N","Nej"," ","<b>Bakteriens navn:</b> Borreiella propinqua<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",54.9596,10.5752,"Borre","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Klitmollerisomataceae;g__Borreiella;s__Borreiella propinqua"
"47","MFD04944.bin.1.66","Microbe found nearby Borre","N","Nej"," ","<b>Bakteriens navn:</b> Borreiella contigua<br/>
     <b>Findested:</b> Græsland (Artsrig nardus-bjergeng) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",54.9596,10.5752,"Borre","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Klitmollerisomataceae;g__Borreiella;s__Borreiella contigua"
"48","MFD05442.bin.1.287","Microbe found nearby Borre","N","Nej"," ","<b>Bakteriens navn:</b> Borreiella humica<br/>
     <b>Findested:</b> Kystområder (Atlantiske strandenge) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",56.7368,8.822,"Borre","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Klitmollerisomataceae;g__Borreiella;s__Borreiella humica"
"49","MFD05747.bin.1.75","Microbe found nearby Borre","N","Nej"," ","<b>Bakteriens navn:</b> Borreiella terrestris<br/>
     <b>Findested:</b> Græsland (Kalkrig græsland) <br/>
      <b> Ny slægt:</b> Nej <b> Ny art:</b> Ja <br/>
       ",55.3414,12.4445,"Borre","d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__Klitmollerisomataceae;g__Borreiella;s__Borreiella terrestris"
